drug_name,gene_symbol,action
Radequinil,GABRG3,agonist
Radezolid,RRBP1,inhibitor
Radicicol,DLAT,unknown
Radicicol,HSP90AA1,inhibitor
Radicicol,HSP90AB1,unknown
Radicicol,HSP90B1,unknown
Radicicol,PDK3,unknown
Radiprodil,GRIN2B,antagonist
Radotinib,ABL1,antagonist
Rafabegron,ADRB3,modulator
Ragaglitazar,PPARA,unknown
Ragaglitazar,PPARG,unknown
Ralinepag,PTGIR,agonist
Raloxifene,ESR1,agonist
Raloxifene,ESR2,agonist
Raloxifene,SERPINB9,binder
Raloxifene,TFF1,binder
Raltitrexed,FPGS,antagonist
Raltitrexed,TYMS,inhibitor
Ramatroban,PTGDR2,antagonist
Ramatroban,TBXA2R,antagonist
Ramelteon,MTNR1A,multitarget
Ramelteon,MTNR1B,multitarget
Ramipril,ACE,inhibitor
Ramipril,BDKRB1,activator
Ramorelix,GNRHR,antagonist
Ramosetron,HTR3A,antagonist
Ranirestat,AKR1B1,inhibitor
Ranitidine,ACHE,inhibitor
Ranitidine,HRH2,antagonist
Ranolazine,ADRA1D,antagonist
Ranolazine,ADRB1,antagonist
Ranolazine,CACNB4,inhibitor
Ranolazine,KCNJ4,inhibitor
Ranolazine,PLG,modulator
Ranolazine,SCN4B,inhibitor
Rapacuronium,CHRM2,antagonist
Rasagiline,BCL2,activator
Rasagiline,MAOB,inhibitor
Raseglurant,GRM5,unknown
Raubasine,ADRB1,modulator
Rauwolfia serpentina root,SLC18A2,inhibitor
Ravoxertinib,MAPK1,modulator
Ravoxertinib,MAPK3,modulator
Razaxaban,F10,inhibitor
Razaxaban,F2,inhibitor
Razaxaban,F5,inhibitor
Razaxaban,F9,inhibitor
Razuprotafib,PTPRB,inhibitor
Razuprotafib,TEK,activator
Rebamipide,FPR1,antagonist
Rebastinib,ABL1,modulator
Rebastinib,TEK,inhibitor
Rebimastat,MMP1,inhibitor
Rebimastat,MMP2,inhibitor
Rebimastat,MMP7,inhibitor
Reboxetine,SLC6A2,inhibitor
Recoflavone,NFKB1,modulator
Recoflavone,NFKB2,modulator
Recoflavone,REL,modulator
Recoflavone,RELA,modulator
Recoflavone,RELB,modulator
Regadenoson,ADORA2A,agonist
Reglitazar,PPARA,agonist
Reglitazar,PPARG,unknown
Regorafenib,ABL1,inhibitor
Regorafenib,BRAF,inhibitor
Regorafenib,CSF1R,inhibitor
Regorafenib,DDR2,inhibitor
Regorafenib,EPHA2,inhibitor
Regorafenib,FGFR1,inhibitor
Regorafenib,FGFR2,inhibitor
Regorafenib,FLT1,inhibitor
Regorafenib,FLT4,inhibitor
Regorafenib,FRK,inhibitor
Regorafenib,KDR,inhibitor
Regorafenib,KIT,inhibitor
Regorafenib,MAPK11,inhibitor
Regorafenib,NTRK1,inhibitor
Regorafenib,PDGFRA,inhibitor
Regorafenib,PDGFRB,inhibitor
Regorafenib,RAF1,inhibitor
Regorafenib,RET,inhibitor
Regorafenib,TEK,inhibitor
Regrelor,P2RY12,antagonist
Reidispongiolide A,ACTA1,unknown
Reidispongiolide C,ACTA1,unknown
Relacatib,CTSK,inhibitor
Relacorilant,NR3C1,antagonist
Relcovaptan,AVPR1A,antagonist
Relcovaptan,OXTR,antagonist
Reldesemtiv,TNNC2,modulator
Relenopride,HTR4,agonist
Relmapirazin,IL3RA,car t-cell therapy
Reltecimod,CD28,antagonist
Relugolix,GNRHR,antagonist
Remeglurant,GRM5,modulator
Remibrutinib,BTK,inhibitor
Remifentanil,OPRD1,agonist
Remifentanil,OPRK1,agonist
Remifentanil,OPRM1,agonist
Remikiren,REN,inhibitor
Remimazolam,GABRG3,ligand
Remimazolam,GABRQ,positive allosteric modulator
Remogliflozin etabonate,SLC5A2,inhibitor
Remogliflozin etabonate,SLC5A4,blocker
Remoxipride,DRD2,antagonist
Remoxipride,DRD3,antagonist
Remoxipride,DRD4,antagonist
Remoxipride,HTR2A,other/unknown
Remoxipride,SIGMAR1,antagonist
Renzapride,HTR3A,unknown
Renzapride,HTR4,modulator
Repaglinide,ABCC8,inhibitor
Repaglinide,ABCC9,blocker
Repaglinide,HRH1,antagonist
Repaglinide,PPARG,agonist
Reparixin,CXCR1,modulator
Reparixin,CXCR2,modulator
Repinotan,HTR1A,antagonist
Repotrectinib,NTRK1,inhibitor
Repotrectinib,NTRK2,inhibitor
Repotrectinib,NTRK3,inhibitor
Repotrectinib,ROS1,inhibitor
Reproterol,ADRB2,agonist
Resatorvid,CSF2RB,unknown
Resatorvid,IL2RG,unknown
Resatorvid,TLR4,antagonist
Rescinnamine,ACE,inhibitor
Reserpine,BIRC5,binder
Reserpine,SLC18A1,inhibitor
Reserpine,SLC18A2,inhibitor
Resiniferatoxin,TRPV1,activator
Resiquimod,TLR7,modulator
Resiquimod,TLR8,modulator
Resmetirom,THRB,partial agonist
Resminostat,HDAC1,inhibitor
Resorcinol,CA12,inhibitor
Resorcinol,CA14,inhibitor
Resorcinol,CA2,inhibitor
Resorcinol,PTGS1,inhibitor
Resorcinol,TPO,inhibitor
Resveratrol,AHR,unknown
Resveratrol,AKT1,inhibitor
Resveratrol,ALOX15,unknown
Resveratrol,ALOX5,unknown
Resveratrol,APP,unknown
Resveratrol,CBR1,inhibitor
Resveratrol,CLEC14A,unknown
Resveratrol,CSNK2A1,unknown
Resveratrol,ESR1,unknown
Resveratrol,ITGA5,unknown
Resveratrol,ITGB3,unknown
Resveratrol,KHSRP,unknown
Resveratrol,MTNR1A,unknown
Resveratrol,MTNR1B,unknown
Resveratrol,NQO2,unknown
Resveratrol,NR1I2,unknown
Resveratrol,NR1I3,unknown
Resveratrol,PI4K2B,unknown
Resveratrol,PPARA,unknown
Resveratrol,PPARG,unknown
Resveratrol,PTGS1,inhibitor
Resveratrol,PTGS2,inhibitor
Resveratrol,SIRT1,inhibitor
Resveratrol,SLC2A1,unknown
Resveratrol,SNCA,unknown
Resveratrol,YARS1,inhibitor
Retagliptin,DPP4,inhibitor
Retosiban,OXTR,modulator
Revamilast,PDE4A,inhibitor
Revamilast,PDE4B,inhibitor
Revamilast,PDE4D,inhibitor
Revefenacin,CHRM5,antagonist
Reversin 121,ABCB1,inhibitor
Reversine,ADORA3,inhibitor
Reversine,AURKB,unknown
Reversine,INCENP,unknown
Reversine,MAP2K1,inhibitor
Revexepride,HTR4,agonist
Revumenib,MEN1,inhibitor
Rezatomidine,ADRA2C,agonist
Rhein,ALOX5,inhibitor
Rhein,HSP90AA1,inhibitor
Rhein,NR1H2,inhibitor
Rhein,NR1H3,inhibitor
Ribavirin,IMPDH1,inhibitor
Ribavirin,IMPDH2,inhibitor
Ribociclib,CDK4,antagonist;inhibitor
Ribociclib,CDK6,antagonist;inhibitor
Riboflavin,BLVRB,product of
Riboflavin,MPO,modulator
Riboflavin,RFK,ligand
Ribose-1-Phosphate,PNP,inhibitor
Ribostamycin,P4HB,unknown
Ricinoleic acid,CNR1,unknown
Ricinoleic acid,CNR2,unknown
Ricinoleic acid,TRPV1,unknown
Ridaforolimus,MTOR,inhibitor
Ridogrel,TBXA2R,antagonist
Ridogrel,TBXAS1,inhibitor
Rifabutin,HSP90AA1,other/unknown
Rifabutin,HSP90B1,other/unknown
Rifampin,NR1I2,agonist
Rifaximin,NR1I2,agonist
Rigosertib,PIK3CG,modulator
Rigosertib,PLK1,modulator
Rilapladib,PLA2G1B,modulator
Rilapladib,PLA2G7,inhibitor
Rilapladib,TK1,inhibitor
Rilmenidine,ADRA2A,unknown
Rilmenidine,ADRA2C,modulator
Rilopirox,ALOX5,inhibitor
Rilpivirine,NR1I2,agonist
Rilpivirine,SCN10A,inhibitor
Riluzole,SCN11A,blocker
Riluzole,SCN5A,inhibitor
Riluzole,SLC7A11,inducer
Rilzabrutinib,BTK,inhibitor
Rimacalib,CAMK2A,modulator
Rimacalib,CAMK2B,modulator
Rimacalib,CAMK2D,modulator
Rimacalib,CAMK2G,modulator
Rimcazole,SIGMAR1,antagonist
Rimegepant,CALCRL,antagonist
Rimexolone,ESRRA,modulator
Rimexolone,NR3C1,agonist
Rimiducid,FKBP1A,modulator
Rimiducid,MTOR,ligand
Rimiterol,ADRB3,modulator
Rimonabant,CNR1,antagonist
Rimonabant,GPR55,unknown
Rimtuzalcap,KCNN1,positive allosteric modulator
Rimtuzalcap,KCNN2,positive allosteric modulator
Rimtuzalcap,KCNN3,positive allosteric modulator
Rindopepimut,EGFR,unknown
Riociguat,GUCY1A2,agonist;stimulator
Riociguat,GUCY2D,modulator
Ripasudil,ROCK1,inhibitor
Ripasudil,ROCK2,inhibitor
Ripazepam,GABRA1,inhibitor
Ripisartan,AGTR1,antagonist
Ripretinib,BRAF,inhibitor
Ripretinib,KDR,inhibitor
Ripretinib,KIT,inhibitor
Ripretinib,PDGFRA,inhibitor
Ripretinib,PDGFRB,inhibitor
Ripretinib,TEK,inhibitor
Risedronic acid,FDPS,inhibitor
Rislenemdaz,GRIN2B,antagonist
Risovalisib,PIK3CA,inhibitor
Risperidone,ADRA1A,antagonist
Risperidone,ADRA1B,antagonist
Risperidone,ADRA2B,antagonist
Risperidone,ADRA2C,antagonist
Risperidone,DRD1,antagonist
Risperidone,DRD2,antagonist
Risperidone,HRH1,antagonist
Risperidone,HTR1A,antagonist
Risperidone,HTR1D,antagonist
Risperidone,HTR2A,antagonist
Risperidone,HTR2C,antagonist
Risperidone,HTR7,antagonist
Risuteganib,VEGFA,modulator
Risuteganib,VEGFB,modulator
Risuteganib,VEGFC,modulator
Risuteganib,VEGFD,modulator
Ritanserin,CACNA1B,blocker
Ritanserin,HTR2A,inverse agonist
Ritanserin,HTR2B,antagonist
Ritanserin,HTR2C,antagonist
Ritlecitinib,BMX,inhibitor
Ritlecitinib,BTK,inhibitor
Ritlecitinib,ITK,inhibitor
Ritlecitinib,JAK3,inhibitor
Ritlecitinib,TEC,inhibitor
Ritlecitinib,TXK,inhibitor
Ritobegron,ADRB3,agonist
Ritodrine,ADRB2,agonist
Ritodrine,ADRB3,agonist;downregulator
Ritodrine,ATP2A2,inhibitor
Ritodrine,KCNJ8,activator
Ritodrine,KCNN3,activator
Ritodrine,MYLK,inhibitor
Ritodrine,SULT1C4,substrate
Ritonavir,NR1I2,activator
Rivanicline,CHRNB2,unknown
Rivanicline,CXCL8,antagonist
Rivaroxaban,F10,antagonist
Rivastigmine,ACHE,inhibitor
Rivastigmine,BCHE,inhibitor
Rivenprost,PTGER4,agonist
Rivipansel,SELE,inhibitor
Rivipansel,SELL,inhibitor
Rivipansel,SELP,inhibitor
Rivoceranib,KDR,inhibitor
Rivoglitazone,PPARG,agonist
Rizatriptan,HTR1A,agonist
Rizatriptan,HTR1B,agonist
Rizatriptan,HTR1D,agonist
Rizatriptan,HTR1E,agonist
Rizatriptan,HTR1F,agonist
Rizatriptan,HTR7,agonist
Robalzotan,HTR1A,antagonist
Roblitinib,FGFR4,antagonist
Rocaglamide,NFKB1,inhibitor
Rocaglamide,NFKB2,inhibitor
Rocaglamide,PHB1,inhibitor
Rocaglamide,PHB2,inhibitor
Rocaglamide,REL,inhibitor
Rocaglamide,RELA,inhibitor
Rocaglamide,RELB,inhibitor
Rocepafant,PTAFR,modulator
Rociletinib,EGFR,modulator
Rociverine,CHRM1,antagonist
Rociverine,CHRM2,antagonist
Rociverine,CHRM3,antagonist
Rociverine,CHRM4,antagonist
Rociverine,CHRM5,antagonist
Rocuronium,CHRM2,antagonist
Rocuronium,CHRNA2,antagonist
Rocuronium,HTR3A,antagonist
Rodatristat ethyl,TPH1,other/unknown
Rofecoxib,ELN,other/unknown
Rofecoxib,PTGS2,inhibitor
Rofleponide,ESRRA,modulator
Roflumilast,PDE4D,inhibitor
Rolafagrel,TBXAS1,inhibitor
Rolapitant,TACR1,antagonist
Rolicyclidine,DRD2,inhibitor
Rolicyclidine,GRIN3A,unknown
Rolipram,PDE4A,inhibitor
Rolipram,PDE4B,inhibitor
Rolipram,PDE4D,inhibitor
Rolipram,PDE5A,inhibitor
Rolofylline,ADORA1,antagonist
Roluperidone,HTR2A,antagonist
Roluperidone,TMEM97,antagonist
Romazarit,PPARA,modulator
Romergoline,DRD2,modulator
Romidepsin,HDAC1,antagonist;inhibitor
Romidepsin,HDAC2,antagonist;inhibitor
Romidepsin,HDAC4,inhibitor
Romidepsin,HDAC6,inhibitor
Ronacaleret,CASR,antagonist
Roniciclib,CDK1,inhibitor
Roniciclib,CDK2,inhibitor
Roniciclib,CDK4,inhibitor
Roniciclib,CDK9,inhibitor
Ropinirole,ADRA2C,antagonist
Ropinirole,DRD2,agonist
Ropinirole,DRD3,agonist
Ropinirole,DRD4,agonist
Ropivacaine,SCN10A,inhibitor
Ropsacitinib,TYK2,inhibitor
Roquinimex,IL2,modulator
Rosiglitazone,ACSL4,inhibitor
Rosiglitazone,PPARG,agonist
Rosiglitazone,RXRA,inhibitor
Rosiptor,INPP5D,agonist
Rosmarinic acid,MCL1,inhibitor
Rosmarinic acid,TYR,inhibitor
Rosoxacin,TOP2A,inhibitor
Rosoxacin,TOP2B,inhibitor
Rostafuroxin,ATP1A1,modulator
Rostafuroxin,ATP1A2,modulator
Rostafuroxin,ATP1A3,modulator
Rostafuroxin,ATP1B1,modulator
Rostafuroxin,ATP1B2,modulator
Rostafuroxin,ATP1B3,modulator
Rosuvastatin,HMGCR,inhibitor
Rosuvastatin,ITGAL,inhibitory allosteric modulator
Rotigotine,ADRA2B,antagonist
Rotigotine,DRD1,agonist
Rotigotine,DRD2,agonist
Rotigotine,DRD3,agonist
Rotigotine,DRD4,agonist
Rotigotine,DRD5,agonist
Rotigotine,HTR1A,agonist
Roxadustat,EGLN1,inhibitor
Roxadustat,EGLN2,inhibitor
Roxadustat,EGLN3,inhibitor
Roxatidine acetate,HRH2,antagonist
Roxifiban,ITGB3,inhibitor
Roxindole,DRD2,inhibitor
Roxithromycin,ABCB1,unknown
Rubitecan,TOP1,inhibitor
Ruboxistaurin,PDF,inhibitor
Ruboxistaurin,PRKCB,inhibitor
Rucaparib,PARP1,inhibitor
Rucaparib,PARP2,inhibitor
Rucaparib,PARP3,inhibitor
Rufinamide,GRM5,inhibitor
Rufinamide,SCN9A,modulator
Runcaciguat,GUCY1A1,activator
Runcaciguat,GUCY1B1,activator
Rupatadine,HRH1,antagonist
Rupatadine,PTAFR,antagonist
Rusalatide,FGF4,unknown
Rutin,AKR1C3,inhibitor
Rutin,CBR1,unknown
Ruxolitinib,JAK1,inhibitor
Ruxolitinib,JAK2,inhibitor
Ruxolitinib,JAK3,inhibitor
Ruxolitinib,PLAUR,inhibitor
Ruxolitinib,TYK2,inhibitor
Ruzinurad,SLC22A12,inhibitor
"S,S-(2-Hydroxyethyl)Thiocysteine",ALAD,inhibitor
"S,S-(2-Hydroxyethyl)Thiocysteine",ARG1,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",CYTH2,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",PDE1B,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",PDE4B,inhibitor
"S,S-(2-Hydroxyethyl)Thiocysteine",PIM1,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",PRKACA,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",SERPINB5,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",SNX3,unknown
"S,S-(2-Hydroxyethyl)Thiocysteine",TYMS,unknown
"S-(2,4-dinitrophenyl)glutathione",GSTM1,unknown
"S-(2,4-dinitrophenyl)glutathione",GSTM2,unknown
S-(2-oxo)pentadecylcoa,NMT2,unknown
S-(4-nitrobenzyl)glutathione,GSTP1,unknown
S-(D-Carboxybutyl)-L-Homocysteine,BHMT,unknown
S-(Dimethylarsenic)Cysteine,COPG1,unknown
S-(Dimethylarsenic)Cysteine,NOS3,unknown
S-(Dimethylarsenic)Cysteine,TLR2,unknown
S-(Dimethylarsenic)Cysteine,XRCC4,unknown
S-(Methylmercury)-L-Cysteine,EFL1,unknown
S-2-(Boronoethyl)-L-Cysteine,ARG1,unknown
S-2-(Boronoethyl)-L-Cysteine,ARG2,unknown
S-23,AR,unknown
S-38093,HRH3,antagonist
S-4-Nitrobutyryl-CoA,GCDH,unknown
S-777469,CNR2,agonist
S-8510,TSPO,agonist
S-9-(2-hydroxypropyl)adenine,ADA,inhibitor
S-9-(2-hydroxypropyl)adenine,TK1,inhibitor
S-Acetyl-Cysteine,KAT5,unknown
S-Apomorphine,DRD1,inhibitor
S-Apomorphine,DRD2,inhibitor
S-Benzylcysteine,MGMT,inhibitor
S-Ethyl-N-Phenyl-Isothiourea,NOS1,inhibitor
S-Ethyl-N-Phenyl-Isothiourea,NOS3,inhibitor
S-Ethylisothiourea,NOS2,inhibitor
S-Ethylisothiourea,NOS3,inhibitor
S-Hexylglutathione,GLO1,unknown
S-Hexylglutathione,GSTA1,ligand
S-Hexylglutathione,GSTM4,unknown
S-Hexylglutathione,GSTP1,unknown
S-Hexylglutathione,GSTT2,unknown
S-Hexylglutathione,HPGDS,inhibitor
S-Hydroxycysteine,ACAT2,unknown
S-Hydroxycysteine,C3,inhibitor
S-Hydroxycysteine,CDC25B,inhibitor
S-Hydroxycysteine,GSTA1,unknown
S-Hydroxycysteine,GSTP1,unknown
S-Hydroxycysteine,PMP2,unknown
S-Hydroxycysteine,PTPN1,inhibitor
S-Hydroxycysteine,SRC,inhibitor
S-Hydroxymethyl Glutathione,ADH5,unknown
S-Isopropyl-Isothiourea,NOS3,inhibitor
S-Mercaptocysteine,TST,unknown
S-Methyl glutathione,GSTM2,unknown
S-Methylcysteine,CTSD,inhibitor
S-Methylcysteine,MGMT,inhibitor
S-P-Nitrobenzyloxycarbonylglutathione,GLO1,unknown
S-adenosyl-L-homocysteine,COMTD1,unknown
S-adenosyl-L-homocysteine,DNMT3B,inhibitor
S-adenosyl-L-homocysteine,DPH5,unknown
S-adenosyl-L-homocysteine,GAMT,unknown
S-adenosyl-L-homocysteine,GNMT,unknown
S-adenosyl-L-homocysteine,HNMT,inhibitor
S-adenosyl-L-homocysteine,PCMT1,unknown
S-adenosyl-L-homocysteine,PNMT,unknown
S-adenosyl-L-homocysteine,PRMT1,unknown
S-adenosyl-L-homocysteine,PRMT3,unknown
S-adenosyl-L-homocysteine,SETD7,unknown
S-adenosyl-L-homocysteine,TRDMT1,unknown
S-benzylglutathione,GLO1,unknown
S-benzylglutathione,GSTA1,unknown
S-octylglutathione,GSTM4,unknown
S-oxy-L-cysteine,PREP,unknown
S-oxy-L-cysteine,SOD1,unknown
S-palmitoyl-L-cysteine,TRAPPC1,unknown
S-palmitoyl-L-cysteine,TRAPPC3,unknown
S-palmitoyl-L-cysteine,TRAPPC4,unknown
S-palmitoyl-L-cysteine,TRAPPC5,unknown
S-palmitoyl-L-cysteine,TRAPPC6A,unknown
S-palmitoyl-L-cysteine,TRAPPC6B,unknown
S-propylamine-L-cysteine,ARG1,unknown
S64315,MCL1,inhibitor
SAR-125844,MET,inhibitor
SAR-405838,TP53,modulator
SAR443122,RIPK1,inhibitor
SB 224289,HTR1B,antagonist
SB-1578,JAK2,inhibitor
SB-218078,CHEK1,inhibitor
SB-269970,HTR7,antagonist
SB-409513,GSK3B,inhibitor
SB-649868,HCRTR1,antagonist
SB-705498,TRPV1,blocker
SB-743921,KIF11,inhibitor
SB220025,MAPK1,inhibitor
SB220025,MAPK14,inhibitor
SC 41930,LTB4R,binder
SC 41930,LTB4R2,inhibitor
SC-236,PTGS2,inhibitor
SC-236,RELA,inhibitor
SC-74020,MMP2,inhibitor
SC12267,DHODH,unknown
SCH-900271,HCAR2,modulator
SCY-635,CAMLG,modulator
SD-0006,MAPK14,unknown
SD118,IL1R1,unknown
SD118,TNF,unknown
SEL120-34A free base,CDK19,inhibitor
SEL120-34A free base,CDK8,inhibitor
SER-100,OPRL1,agonist
SF1126,MTOR,unknown
SF1126,PIK3CG,modulator
SF1126,PIK3R1,unknown
SF1126,PIK3R2,unknown
SF1126,PIK3R3,unknown
SF1126,PRKDC,unknown
SGS-742,GABBR1,modulator
SGS-742,GABBR2,modulator
SGS518,HTR6,unknown
SGX-523,MET,inhibitor
SI-109,STAT3,inhibitor
SKF-91488,HNMT,inhibitor
SLV-334,MME,modulator
SLV319,CNR1,unknown
SLx-4090,MTTP,inhibitor
SM-337,XIAP,inhibitor
SN-38,TOP1,inhibitor
SNS-032,CDK2,inhibitor
SNS-032,CDK7,inhibitor
SNS-032,CDK9,inhibitor
SNS-032,VEGFA,unknown
SNS-314,AURKA,inhibitor
SNS-314,AURKB,inhibitor
SNS-314,AURKC,inhibitor
SNX-2112,HSP90AA1,inhibitor
SNX-5422,HSP90AA1,inhibitor
SNX-5422,HSP90AB1,inhibitor
SO-101,HRH1,unknown
SP1049C,TOP2A,unknown
SP2456,IL2,inhibitor
SP4160,IL2,inhibitor
SPH-3127,REN,inhibitor
SPP 301,EDNRA,unknown
SPP1148,ACE2,unknown
SPP1148,REN,unknown
SR 121463,AVPR1B,unknown
SR 140333,TACR1,unknown
SR-9009,NR1D1,agonist
SR-9009,NR1D2,agonist
SR-9011,NR1D1,agonist
SR-9011,NR1D2,agonist
SR11254,RARG,unknown
SR12813,HMGCR,modulator
SR12813,NR1I2,unknown
SRT-1720,SIRT1,activator
SRT-2104,SIRT1,modulator
SRX-246,AVPR1A,antagonist
SSR-126517E,F10,unknown
STX-107,GRM5,antagonist
SU-11652,CAMK1G,unknown
SU-11652,FLT1,inhibitor
SU-11652,KDR,inhibitor
SU-11652,PDGFRA,inhibitor
SU-11652,PDGFRB,inhibitor
SU9516,CDK1,binder
SU9516,CDK2,inhibitor
SU9516,CDK5,inhibitor
SUVN-502,HTR6,antagonist
SX-682,CXCR1,inhibitor
SX-682,CXCR2,inhibitor
SYD-003,MAPK14,inhibitor
Sabarubicin,TOP2A,modulator
Sabarubicin,TOP2B,modulator
Saccharin,CA1,inhibitor
Saccharin,CA12,inhibitor
Saccharin,CA2,inhibitor
Saccharin,CA3,inhibitor
Saccharin,CA9,inhibitor
Sacubitril,MME,antagonist;inhibitor
Sacubitrilat,MME,inhibitor
Safinamide,MAOB,antagonist
Safironil,P4HA1,modulator
Safotibant,BDKRB1,modulator
Sakuranetin,ADORA1,antagonist
Sakuranetin,ADORA2B,antagonist
Sakuranetin,ADORA3,antagonist
Salicylic acid,AKR1C1,inhibitor
Salicylic acid,CA1,inhibitor
Salicylic acid,CA12,inhibitor
Salicylic acid,CA2,inhibitor
Salicylic acid,CA4,inhibitor
Salicylic acid,CA6,inhibitor
Salicylic acid,PTGS1,inhibitor
Salicylic acid,PTGS2,inhibitor
Salirasib,MTOR,modulator
Salirasib,NRAS,antagonist
Salmeterol,ADRB1,inverse agonist
Salmeterol,ADRB2,agonist
Salmeterol,ADRB3,inverse agonist
Salsalate,PTGS1,inhibitor
Salsalate,PTGS2,inhibitor
Salvianolic acid B,IGFBP3,inhibitor
Salvinorin A,OPRD1,inhibitor
Salvinorin A,OPRK1,inhibitor
Salvinorin A,OPRM1,inhibitor
Samelisant,HRH3,antagonist
Sameridine,OPRM1,modulator
Samidorphan,OPRD1,partial agonist
Samidorphan,OPRK1,partial agonist
Samidorphan,OPRM1,antagonist;inhibitor
Sampatrilat,MME,modulator
Samuraciclib,CDK7,inhibitor
Sanglifehrin A,PPIA,unknown
Sapanisertib,MTOR,inhibitor
Sapitinib,ERBB2,inhibitor
Saprisartan,AGTR1,antagonist
Sapropterin,NOS3,cofactor
Sapropterin,PAH,cofactor
Sapropterin,TH,cofactor
Sapropterin,TPH1,cofactor
"Sar9, Met (O2)11-Substance P",TACR1,agonist
Saracatinib,ABL1,modulator
Saracatinib,SRC,modulator
Saralasin,AGTR1,inhibitor
Saralasin,AGTR2,inhibitor
Sardomozide,AMD1,inhibitor
Sardomozide,NR3C1,antagonist
Saredutant,TACR2,antagonist
Saripidem,GABRG3,modulator
Sarizotan,DRD2,partial agonist
Sarizotan,DRD3,ligand
Sarizotan,HTR1A,modulator
Sarpogrelate,HTR2A,inverse agonist
Sarpogrelate,HTR2C,unknown
Saruparib,PARP1,inhibitor
Satavaptan,AVPR2,antagonist
Satigrel,TBXAS1,modulator
Savolitinib,MET,inhibitor
Saxagliptin,DPP4,inhibitor
Scopolamine,CHRM1,antagonist
Scopolamine,CHRM2,antagonist
Scopolamine,CHRM3,antagonist
Scopolamine,CHRM4,antagonist
Scopolamine,CHRM5,antagonist
Scopolamine,CHRNA4,inhibitor;inducer
Scopolamine,CHRNB2,inhibitor;inducer
Scopolamine,SI,inhibitor
Scriptaid,HDAC1,inhibitor
Se-Ethyl-Isoselenourea,NOS3,inhibitor
Sebacic acid,HBA1,inhibitor
Sebacic acid,HBB,unknown
Sebetralstat,KLKB1,inhibitor
Seclidemstat,KDM1A,inhibitor
Secobarbital,CHRNA4,antagonist
Secobarbital,CHRNA7,antagonist
Secobarbital,GABRA1,potentiator
Secobarbital,GABRA2,potentiator
Secobarbital,GABRA3,potentiator
Secobarbital,GABRA4,potentiator
Secobarbital,GABRA5,potentiator
Secobarbital,GABRA6,potentiator
Secobarbital,GRIA2,antagonist
Secobarbital,GRIK2,antagonist
Secobarbital,GRIN3B,antagonist
Segesterone acetate,AR,agonist
Segesterone acetate,NR3C1,agonist
Segesterone acetate,PGR,agonist;activator
Seladelpar,PPARD,agonist
Selatogrel,P2RY12,antagonist
Selegiline,MAOA,inhibitor
Selegiline,MAOB,inhibitor
Selegiline,TACR1,antagonist
Selenocysteine,CAMP,unknown
Selenocysteine,NME1,unknown
Selepressin,AVPR1A,agonist
Seletracetam,CACNA1B,blocker
Seletracetam,GLRB,binding
Seletracetam,SV2A,modulator
Selexipag,PTGIR,agonist
Selgantolimod,TLR8,agonist
Seliciclib,CDK1,inhibitor
Seliciclib,CDK2,inhibitor
Seliciclib,CDK7,inhibitor
Seliciclib,CDK9,unknown
Seliciclib,CSNK1E,unknown
Seliciclib,MAPK1,unknown
Seliciclib,MAPK3,unknown
Seliforant,HRH4,antagonist
Selinexor,XPO1,inhibitor
Selisistat,SIRT1,inhibitor
Selitrectinib,NTRK1,inhibitor
Selnoflast,NLRP3,inhibitor
Selodenoson,ADORA1,agonist
Selonsertib,MAP3K5,inhibitor
Selpercatinib,FGFR1,inhibitor
Selpercatinib,FGFR2,inhibitor
Selpercatinib,FGFR3,inhibitor
Selpercatinib,FLT1,inhibitor
Selpercatinib,FLT4,inhibitor
Selpercatinib,RET,inhibitor
Selumetinib,MAP2K1,inhibitor
Selumetinib,MAP2K2,inhibitor
Semagacestat,APH1A,modulator
Semagacestat,APH1B,modulator
Semagacestat,NCSTN,modulator
Semagacestat,PSEN1,modulator
Semagacestat,PSENEN,modulator
Semapimod,RAF1,modulator
Semaxanib,AHR,modulator
Semaxanib,FGFR1,inhibitor
Semaxanib,FLT1,inhibitor
Semaxanib,KDR,inhibitor
Semaxanib,KIT,inhibitor
Semaxanib,MPL,modulator
Semaxanib,PDGFRA,inhibitor
Semaxanib,PDGFRB,inhibitor
Semaxanib,RET,inhibitor
Semparatide,PTH2R,modulator
Senicapoc,KCNN4,modulator
Sennosides,AQP3,inhibitor
Seocalcitol,VDR,inhibitor
Sepiapterin,PAH,binder
Seproxetine,SLC6A2,inhibitor
Seproxetine,SLC6A3,inhibitor
Seproxetine,SLC6A4,inhibitor
Serabelisib,PIK3CA,inhibitor
Seratrodast,TBXA2R,antagonist
Serdemetan,MDM2,modulator
Serdexmethylphenidate,HTR1A,agonist
Serdexmethylphenidate,SLC6A2,inhibitor
Serdexmethylphenidate,SLC6A3,inhibitor
Sergliflozin etabonate,SLC5A1,inhibitor
Sergliflozin etabonate,SLC5A2,inhibitor
Seridopidine,SLC6A3,modulator
Serine,AGXT,unknown
Serine,CBS,unknown
Serine,SARS1,unknown
Serine,SDS,unknown
Serine,SPTLC1,unknown
