gene1,gene2,weight
USP17L10,USP17L22,0.434
USP17L10,USP17L25,0.443
USP17L10,USP17L3,0.404
USP17L10,USP17L4,0.415
USP17L10,USP17L5,0.468
USP17L10,USP17L8,0.425
USP17L11,USP17L12,0.404
USP17L11,USP17L13,0.404
USP17L11,USP17L15,0.404
USP17L11,USP17L17,0.409
USP17L11,USP17L18,0.436
USP17L11,USP17L19,0.404
USP17L11,USP17L2,0.466
USP17L11,USP17L20,0.444
USP17L11,USP17L21,0.404
USP17L11,USP17L22,0.573
USP17L11,USP17L25,0.433
USP17L11,USP17L3,0.404
USP17L11,USP17L4,0.417
USP17L11,USP17L5,0.404
USP17L11,USP17L8,0.404
USP17L12,USP17L13,0.436
USP17L12,USP17L15,0.404
USP17L12,USP17L17,0.42
USP17L12,USP17L18,0.424
USP17L12,USP17L19,0.491
USP17L12,USP17L2,0.404
USP17L12,USP17L20,0.425
USP17L12,USP17L21,0.493
USP17L12,USP17L22,0.434
USP17L12,USP17L25,0.433
USP17L12,USP17L3,0.421
USP17L12,USP17L4,0.404
USP17L12,USP17L5,0.504
USP17L12,USP17L8,0.423
USP17L13,USP17L15,0.409
USP17L13,USP17L17,0.466
USP17L13,USP17L18,0.417
USP17L13,USP17L19,0.438
USP17L13,USP17L2,0.404
USP17L13,USP17L20,0.415
USP17L13,USP17L21,0.491
USP17L13,USP17L22,0.423
USP17L13,USP17L25,0.43
USP17L13,USP17L3,0.404
USP17L13,USP17L4,0.404
USP17L13,USP17L5,0.432
USP17L13,USP17L8,0.404
USP17L15,USP17L17,0.404
USP17L15,USP17L18,0.42
USP17L15,USP17L19,0.409
USP17L15,USP17L2,0.405
USP17L15,USP17L20,0.409
USP17L15,USP17L21,0.404
USP17L15,USP17L22,0.418
USP17L15,USP17L25,0.405
USP17L15,USP17L3,0.404
USP17L15,USP17L4,0.404
USP17L15,USP17L5,0.404
USP17L15,USP17L8,0.416
USP17L17,USP17L18,0.415
USP17L17,USP17L19,0.423
USP17L17,USP17L2,0.406
USP17L17,USP17L20,0.431
USP17L17,USP17L21,0.456
USP17L17,USP17L22,0.451
USP17L17,USP17L25,0.423
USP17L17,USP17L3,0.404
USP17L17,USP17L4,0.404
USP17L17,USP17L5,0.423
USP17L17,USP17L8,0.404
USP17L18,USP17L19,0.431
USP17L18,USP17L2,0.404
USP17L18,USP17L20,0.456
USP17L18,USP17L21,0.43
USP17L18,USP17L22,0.429
USP17L18,USP17L25,0.428
USP17L18,USP17L3,0.404
USP17L18,USP17L4,0.404
USP17L18,USP17L5,0.423
USP17L18,USP17L8,0.409
USP17L19,USP17L2,0.406
USP17L19,USP17L20,0.424
USP17L19,USP17L21,0.446
USP17L19,USP17L22,0.444
USP17L19,USP17L25,0.432
USP17L19,USP17L3,0.419
USP17L19,USP17L4,0.404
USP17L19,USP17L5,0.444
USP17L19,USP17L8,0.404
USP17L2,USP17L20,0.422
USP17L2,USP17L21,0.404
USP17L2,USP17L22,0.449
USP17L2,USP17L25,0.775
USP17L2,USP17L3,0.406
USP17L2,USP17L4,0.421
USP17L2,USP17L5,0.407
USP17L2,USP17L7,0.681
USP17L2,USP17L8,0.406
USP17L2,USP25,0.514
USP17L2,USP26,0.519
USP17L2,USP28,0.544
USP17L2,USP37,0.592
USP17L2,USP5,0.463
USP17L2,ZRANB1,0.409
USP17L2,ZUP1,0.911
USP17L20,USP17L21,0.424
USP17L20,USP17L22,0.494
USP17L20,USP17L25,0.433
USP17L20,USP17L3,0.404
USP17L20,USP17L4,0.404
USP17L20,USP17L5,0.423
USP17L20,USP17L8,0.404
USP17L20,ZNF587B,0.625
USP17L21,USP17L22,0.429
USP17L21,USP17L25,0.453
USP17L21,USP17L3,0.404
USP17L21,USP17L4,0.404
USP17L21,USP17L5,0.464
USP17L21,USP17L8,0.404
USP17L22,USP17L25,0.494
USP17L22,USP17L3,0.418
USP17L22,USP17L4,0.429
USP17L22,USP17L5,0.431
USP17L22,USP17L8,0.418
USP17L24,USP17L25,0.999
USP17L24,USP17L26,0.999
USP17L25,USP17L26,0.999
USP17L25,USP17L3,0.405
USP17L25,USP17L4,0.407
USP17L25,USP17L5,0.448
USP17L25,USP17L7,0.628
USP17L25,USP17L8,0.407
USP17L25,USP25,0.518
USP17L25,USP28,0.443
USP17L25,USP5,0.462
USP17L25,ZUP1,0.593
USP17L27,USP17L28,0.999
USP17L27,USP17L29,0.999
USP17L27,USP17L30,0.999
USP17L28,USP17L29,0.999
USP17L28,USP17L30,0.999
USP17L29,USP17L30,0.999
USP17L3,USP17L4,0.426
USP17L3,USP17L5,0.404
USP17L3,USP17L8,0.409
USP17L4,USP17L5,0.404
USP17L4,USP17L8,0.421
USP17L5,USP17L8,0.416
USP18,USP20,0.841
USP18,USP29,0.464
USP18,USP39,0.411
USP18,USP41,0.735
USP18,USP5,0.646
USP18,UVRAG,0.513
USP18,XAF1,0.777
USP18,ZBP1,0.478
USP18,ZC3HAV1,0.474
USP18,ZCCHC2,0.405
USP18,ZNFX1,0.647
USP18,ZUP1,0.58
USP19,USP25,0.585
USP19,USP28,0.596
USP19,USP30,0.449
USP19,USP4,0.525
USP19,USP5,0.479
USP19,USP54,0.42
USP19,USP7,0.672
USP19,VCPIP1,0.458
USP19,VWC2,0.406
USP19,YOD1,0.523
USP19,ZNF394,0.429
USP19,ZNF669,0.433
USP19,ZUP1,0.676
USP2,USP20,0.461
USP2,USP25,0.726
USP2,USP28,0.772
USP2,USP4,0.527
USP2,USP5,0.659
USP2,USP7,0.483
USP2,VCPIP1,0.429
USP2,VHL,0.442
USP2,WDR48,0.478
USP2,XIAP,0.472
USP2,YOD1,0.529
USP2,ZRANB1,0.523
USP2,ZUP1,0.782
USP20,USP21,0.542
USP20,USP25,0.483
USP20,USP26,0.429
USP20,USP28,0.71
USP20,USP29,0.531
USP20,USP30,0.612
USP20,USP33,0.577
USP20,USP5,0.656
USP20,VAPA,0.447
USP20,VAPB,0.705
USP20,VHL,0.744
USP20,VSX2,0.425
USP20,WDR48,0.43
USP20,WSB1,0.615
USP20,ZUP1,0.62
USP21,USP25,0.519
USP21,USP28,0.666
USP21,USP4,0.443
USP21,USP48,0.586
USP21,USP5,0.411
USP21,USP7,0.582
USP21,USP8,0.437
USP21,UTRN,0.622
USP21,XIAP,0.411
USP21,YOD1,0.525
USP21,ZUP1,0.555
USP22,USP25,0.547
USP22,USP27X,0.432
USP22,USP28,0.634
USP22,USP3,0.505
USP22,USP5,0.579
USP22,WDR48,0.409
USP22,WDR5,0.755
USP22,YEATS2,0.78
USP22,ZUP1,0.739
USP22,ZZZ3,0.78
USP24,USP34,0.515
USP24,USP42,0.54
USP24,USP47,0.478
USP24,USP48,0.428
USP24,USP5,0.59
USP24,USP7,0.575
USP24,USP9X,0.406
USP24,VCPIP1,0.419
USP24,WWP2,0.606
USP24,ZRANB1,0.488
USP24,ZUP1,0.596
USP25,USP26,0.463
USP25,USP27X,0.477
USP25,USP28,0.62
USP25,USP29,0.492
USP25,USP30,0.53
USP25,USP32,0.525
USP25,USP36,0.577
USP25,USP39,0.674
USP25,USP4,0.652
USP25,USP40,0.626
USP25,USP42,0.404
USP25,USP44,0.565
USP25,USP45,0.428
USP25,USP47,0.436
USP25,USP49,0.458
USP25,USP5,0.819
USP25,USP50,0.598
USP25,USP53,0.436
USP25,USP6,0.466
USP25,USP7,0.72
USP25,USP8,0.747
USP25,VCP,0.522
USP25,VCPIP1,0.609
USP25,WWP1,0.543
USP25,WWP2,0.454
USP25,YOD1,0.683
USP25,ZRANB1,0.444
USP25,ZUP1,0.681
USP26,USP28,0.479
USP26,USP33,0.41
USP26,USP38,0.49
USP26,USP39,0.443
USP26,USP4,0.494
USP26,USP40,0.422
USP26,USP41,0.433
USP26,USP44,0.541
USP26,USP45,0.41
USP26,USP47,0.431
USP26,USP48,0.529
USP26,USP49,0.489
USP26,USP5,0.528
USP26,USP53,0.417
USP26,USP54,0.44
USP26,USP7,0.56
USP26,USP9X,0.442
USP26,USP9Y,0.45
USP26,USPL1,0.474
USP26,WDR20,0.626
USP26,WDR48,0.643
USP26,ZUP1,0.603
USP27X,USP5,0.458
USP27X,USP51,0.824
USP27X,ZNF891,0.404
USP27X,ZUP1,0.661
USP28,USP29,0.598
USP28,USP30,0.531
USP28,USP32,0.55
USP28,USP33,0.591
USP28,USP36,0.675
USP28,USP37,0.667
USP28,USP39,0.624
USP28,USP4,0.718
USP28,USP42,0.514
USP28,USP44,0.529
USP28,USP45,0.494
USP28,USP46,0.626
USP28,USP47,0.401
USP28,USP49,0.474
USP28,USP5,0.816
USP28,USP50,0.496
USP28,USP51,0.533
USP28,USP6,0.471
USP28,USP7,0.687
USP28,USP8,0.844
USP28,WDR4,0.408
USP28,WDR48,0.448
USP28,WWP1,0.5
USP28,WWP2,0.425
USP28,YOD1,0.439
USP28,ZNF304,0.51
USP28,ZRANB1,0.411
USP28,ZUP1,0.693
USP29,USP33,0.437
USP29,USP38,0.43
USP29,USP39,0.475
USP29,USP44,0.506
USP29,USP45,0.434
USP29,USP47,0.4
USP29,USP48,0.476
USP29,USP49,0.545
USP29,USP5,0.563
USP29,USP53,0.419
USP29,USP54,0.418
USP29,USP7,0.617
USP29,USP9X,0.492
USP29,USPL1,0.411
USP29,ZIM2,0.675
USP29,ZIM3,0.72
USP29,ZNF264,0.466
USP29,ZUP1,0.545
USP3,USP4,0.507
USP3,USP40,0.511
USP3,USP7,0.414
USP3,VCPIP1,0.506
USP3,WDR48,0.438
USP3,ZCCHC3,0.436
USP3,ZUP1,0.665
USP30,USP31,0.468
USP30,USP33,0.442
USP30,USP35,0.767
USP30,USP36,0.563
USP30,USP38,0.46
USP30,USP39,0.44
USP30,USP4,0.604
USP30,USP43,0.507
USP30,USP46,0.56
USP30,USP47,0.5
USP30,USP48,0.57
USP30,USP5,0.716
USP30,USP50,0.52
USP30,USP7,0.651
USP30,USP8,0.548
USP30,USP9X,0.491
USP30,USPL1,0.45
USP30,VDAC1,0.693
USP30,VDAC2,0.582
USP30,VDAC3,0.568
USP30,YME1L1,0.41
USP30,ZFYVE1,0.438
USP30,ZNF592,0.417
USP30,ZRANB1,0.493
USP30,ZUP1,0.926
USP31,ZNF592,0.414
USP32,USP39,0.462
USP32,USP40,0.432
USP32,USP47,0.451
USP32,USP48,0.51
USP32,USP5,0.449
USP32,USP54,0.408
USP32,USP7,0.449
USP32,USP9X,0.49
USP32,VCPIP1,0.499
USP32,YPEL5,0.418
USP32,ZUP1,0.43
USP33,USP37,0.415
USP33,USP5,0.502
USP33,USP54,0.506
USP33,USPL1,0.539
USP33,VCPIP1,0.419
USP33,VHL,0.959
USP33,VSX2,0.412
USP33,WDFY2,0.411
USP33,WSB1,0.71
USP33,ZFAND3,0.474
USP33,ZRANB1,0.43
USP33,ZUP1,0.622
USP34,USP47,0.424
USP34,USP5,0.439
USP34,USP9X,0.793
USP34,WAC,0.47
USP34,WNK1,0.631
USP34,XRN1,0.424
USP34,ZC3H11A,0.662
USP34,ZFYVE19,0.57
USP34,ZNF638,0.543
USP34,ZRANB2,0.51
USP35,USP39,0.524
USP35,USP5,0.404
USP35,USP53,0.456
USP35,USP54,0.454
USP35,WDR48,0.652
USP35,ZUP1,0.564
USP36,USP39,0.412
USP36,USP5,0.511
USP36,USP53,0.405
USP36,UTP14A,0.795
USP36,VHL,0.419
USP36,ZNF598,0.418
USP36,ZNF768,0.429
USP36,ZSCAN4,0.446
USP36,ZUP1,0.797
USP37,USP39,0.523
USP37,USP40,0.447
USP37,USP45,0.423
USP37,USP48,0.529
USP37,USP5,0.512
USP37,USP54,0.432
USP37,USP7,0.591
USP37,USP9X,0.486
USP37,WAPL,0.635
USP37,WDR73,0.51
USP37,YWHAG,0.442
USP37,ZRANB1,0.421
USP37,ZUP1,0.624
USP38,USP39,0.572
USP38,USP40,0.465
USP38,USP49,0.488
USP38,USP5,0.498
USP38,USP53,0.469
USP38,USP54,0.49
USP38,USPL1,0.437
USP38,VCPIP1,0.404
USP38,WDR36,0.443
USP38,WDR48,0.687
USP38,ZCCHC2,0.418
USP38,ZRANB1,0.459
USP38,ZUP1,0.502
USP39,USP40,0.562
USP39,USP41,0.464
USP39,USP43,0.505
USP39,USP44,0.571
USP39,USP45,0.61
USP39,USP46,0.571
USP39,USP47,0.413
USP39,USP48,0.595
USP39,USP49,0.591
USP39,USP5,0.772
USP39,USP53,0.503
USP39,USP54,0.578
USP39,USP7,0.629
USP39,USPL1,0.471
USP39,VAMP5,0.469
USP39,WBP11,0.531
USP39,WBP4,0.401
USP39,WDR33,0.402
USP39,ZC3H18,0.528
USP39,ZKSCAN5,0.542
USP39,ZMAT2,0.55
USP39,ZRANB1,0.651
USP39,ZUP1,0.558
USP4,USP46,0.51
USP4,USP48,0.4
USP4,USP5,0.635
USP4,USP7,0.411
USP4,USP9X,0.413
USP4,WDR48,0.455
USP4,XIAP,0.497
USP4,YARS1,0.4
USP4,ZRANB1,0.473
USP4,ZUP1,0.747
USP40,USP5,0.645
USP40,VCPIP1,0.542
USP40,YOD1,0.409
USP41,USP5,0.532
USP41,USP6,0.407
USP42,USP5,0.482
USP42,USP54,0.403
USP42,USPL1,0.402
USP42,ZNRF3,0.405
USP42,ZUP1,0.574
USP43,USP47,0.438
USP43,USP49,0.408
USP43,USP5,0.416
USP43,USP54,0.575
USP43,WDR3,0.41
USP43,YWHAB,0.636
USP43,YWHAE,0.46
USP44,USP49,0.51
USP44,USP53,0.431
USP44,USP7,0.515
USP44,WEE1,0.718
USP44,ZNF436,0.784
USP44,ZNF44,0.768
USP44,ZNF501,0.79
USP44,ZNF569,0.787
USP44,ZNF629,0.784
USP44,ZNF763,0.784
USP44,ZUP1,0.642
USP45,USP46,0.413
USP45,USP47,0.434
USP45,USP5,0.459
USP45,USP53,0.492
USP45,USP54,0.454
USP45,USP7,0.408
USP45,USPL1,0.421
USP45,ZFR,0.464
USP45,ZUP1,0.435
USP46,USP5,0.737
USP46,USP53,0.434
USP46,USP54,0.47
USP46,USP7,0.477
USP46,WDR20,0.988
USP46,WDR48,0.999
USP46,WDR77,0.433
USP46,YOD1,0.414
USP46,YWHAH,0.612
USP46,ZUP1,0.65
USP47,USP50,0.702
USP47,USP6,0.436
USP47,USP7,0.442
USP47,USP8,0.411
USP47,USP9X,0.526
USP47,VCPIP1,0.506
USP47,WDR48,0.62
USP47,YOD1,0.425
USP47,ZFR,0.56
USP47,ZRANB1,0.558
USP47,ZUP1,0.623
USP48,USP5,0.722
USP48,USP53,0.504
USP48,USP54,0.439
USP48,USP7,0.401
USP48,USP8,0.46
USP48,VCPIP1,0.572
USP48,VPS35,0.574
USP48,WDR76,0.552
USP48,ZC3HAV1,0.468
USP48,ZFR,0.484
USP48,ZNF232,0.533
USP48,ZUP1,0.583
USP49,USP53,0.464
USP49,USP54,0.463
USP49,USPL1,0.415
USP49,ZCCHC24,0.407
USP49,ZNF14,0.431
USP49,ZNF223,0.641
USP49,ZNF486,0.458
USP49,ZNF786,0.64
USP49,ZUP1,0.552
USP5,USP53,0.468
USP5,USP54,0.425
USP5,USP6,0.417
USP5,USP7,0.852
USP5,USP8,0.482
USP5,USP9X,0.722
USP5,VCP,0.407
USP5,VCPIP1,0.413
USP5,WDR48,0.557
USP5,WWP2,0.525
USP5,XIAP,0.447
USP5,YOD1,0.564
USP5,YTHDF2,0.498
USP5,ZNF436,0.819
USP5,ZNF44,0.818
USP5,ZNF501,0.819
USP5,ZNF569,0.818
USP5,ZNF629,0.823
USP5,ZNF763,0.819
USP5,ZRANB1,0.548
USP5,ZUP1,0.775
USP50,USP53,0.566
USP50,USP54,0.632
USP50,USP7,0.691
USP50,USPL1,0.604
USP50,VCP,0.459
USP50,VCPIP1,0.59
USP50,WDR48,0.559
USP50,YOD1,0.437
USP50,ZNF354A,0.7
USP50,ZRANB1,0.462
USP50,ZUP1,0.489
USP51,USP53,0.407
USP51,USP54,0.425
USP51,ZEB1,0.814
USP51,ZUP1,0.638
USP53,USP8,0.405
USP53,USPL1,0.493
USP53,ZRANB1,0.421
USP54,USP8,0.485
USP54,USPL1,0.468
USP54,ZRANB1,0.413
USP6,USP7,0.472
USP6,USP8,0.482
USP6,USP9X,0.504
USP6,VCPIP1,0.426
USP6,ZNF383,0.417
USP6,ZUP1,0.494
USP6NL,WWP2,0.42
USP6NL,ZNHIT1,0.42
USP7,USP8,0.581
USP7,USP9X,0.739
USP7,UVSSA,0.999
USP7,VCP,0.567
USP7,VCPIP1,0.61
USP7,WDR1,0.41
USP7,WDR26,0.425
USP7,WDR48,0.772
USP7,WDR76,0.577
USP7,WTAP,0.414
USP7,WWOX,0.403
USP7,WWP1,0.434
USP7,WWP2,0.626
USP7,XPC,0.701
USP7,XPO1,0.442
USP7,XPOT,0.643
USP7,XRCC1,0.489
USP7,XRCC5,0.415
USP7,YAF2,0.632
USP7,YOD1,0.47
USP7,YWHAB,0.482
USP7,YWHAG,0.493
USP7,YWHAH,0.439
USP7,YWHAZ,0.467
USP7,ZC3H14,0.424
USP7,ZEB1,0.898
USP7,ZMIZ2,0.636
USP7,ZNF385A,0.414
USP7,ZNF423,0.402
USP7,ZNF598,0.5
USP7,ZNF638,0.413
USP7,ZRANB1,0.556
USP7,ZUP1,0.837
USP8,VCPIP1,0.459
USP8,VPS36,0.407
USP8,VPS4A,0.41
USP8,VPS4B,0.512
USP8,VTA1,0.481
USP8,WDFY1,0.405
USP8,WDR48,0.556
USP8,WNT3A,0.409
USP8,YOD1,0.417
USP8,YWHAB,0.786
USP8,YWHAE,0.803
USP8,YWHAG,0.54
USP8,YWHAQ,0.648
USP8,YWHAZ,0.971
USP8,YY1,0.436
USP8,ZNF26,0.637
USP8,ZRANB1,0.433
USP8,ZUP1,0.889
USP9X,UTY,0.699
USP9X,VCPIP1,0.471
USP9X,WAC,0.405
USP9X,WDR48,0.402
USP9X,WWC1,0.47
USP9X,WWP1,0.845
USP9X,WWP2,0.733
USP9X,XIAP,0.645
USP9X,YAP1,0.706
USP9X,YWHAG,0.527
USP9X,YWHAH,0.485
USP9X,YWHAZ,0.485
USP9X,ZBTB38,0.437
USP9X,ZFAND6,0.599
USP9X,ZFX,0.777
USP9X,ZFYVE19,0.424
USP9X,ZNF598,0.613
USP9X,ZRANB1,0.409
USP9X,ZUP1,0.747
USP9Y,UTY,0.999
USP9Y,VCPIP1,0.424
USP9Y,VCY,0.581
USP9Y,VCY1B,0.581
USP9Y,ZFX,0.717
USP9Y,ZFY,0.999
USP9Y,ZMYND15,0.416
USPL1,WDR48,0.514
USPL1,ZC3H8,0.412
USPL1,ZNF451,0.425
USPL1,ZUP1,0.44
UST,VCAN,0.479
UST,XYLT2,0.457
UTF1,VENTX,0.411
UTF1,ZBTB16,0.644
UTF1,ZFP42,0.673
UTF1,ZIC3,0.474
UTF1,ZNF296,0.595
UTF1,ZSCAN10,0.573
UTP11,UTP14A,0.995
UTP11,UTP14C,0.967
UTP11,UTP15,0.996
UTP11,UTP18,0.999
UTP11,UTP20,0.998
UTP11,UTP23,0.955
UTP11,UTP25,0.854
UTP11,UTP3,0.999
UTP11,UTP4,0.998
UTP11,UTP6,0.998
UTP11,WDR12,0.751
UTP11,WDR17,0.43
UTP11,WDR18,0.616
UTP11,WDR3,0.996
UTP11,WDR36,0.998
UTP11,WDR43,0.997
UTP11,WDR46,0.999
UTP11,WDR75,0.995
UTP11,XRCC5,0.552
UTP11,XRN2,0.41
UTP11,ZNF593,0.469
UTP11,ZNRD1,0.421
UTP14A,UTP14C,0.961
UTP14A,UTP15,0.995
UTP14A,UTP18,0.998
UTP14A,UTP20,0.998
UTP14A,UTP23,0.909
UTP14A,UTP25,0.896
UTP14A,UTP3,0.999
UTP14A,UTP4,0.998
UTP14A,UTP6,0.999
UTP14A,WDR12,0.765
UTP14A,WDR17,0.593
UTP14A,WDR18,0.777
UTP14A,WDR3,0.997
UTP14A,WDR36,0.998
UTP14A,WDR43,0.996
UTP14A,WDR46,0.999
UTP14A,WDR6,0.457
UTP14A,WDR74,0.57
UTP14A,WDR75,0.994
UTP14A,XRCC5,0.552
UTP14A,XRN2,0.566
UTP14A,YTHDC2,0.424
UTP14A,ZCCHC17,0.462
UTP14A,ZNF41,0.4
UTP14A,ZNHIT6,0.41
UTP14C,UTP15,0.957
UTP14C,UTP18,0.986
UTP14C,UTP20,0.97
UTP14C,UTP23,0.887
UTP14C,UTP25,0.838
UTP14C,UTP3,0.989
UTP14C,UTP4,0.985
UTP14C,UTP6,0.984
UTP14C,WDR12,0.7
UTP14C,WDR17,0.593
UTP14C,WDR18,0.686
UTP14C,WDR3,0.986
UTP14C,WDR36,0.985
UTP14C,WDR43,0.976
UTP14C,WDR46,0.986
UTP14C,WDR6,0.454
UTP14C,WDR74,0.558
UTP14C,WDR75,0.965
UTP14C,XRCC5,0.545
UTP14C,XRN2,0.45
UTP14C,YTHDC2,0.435
UTP14C,ZCCHC17,0.457
UTP14C,ZNF782,0.431
UTP15,UTP18,0.999
UTP15,UTP20,0.998
UTP15,UTP23,0.726
UTP15,UTP25,0.821
UTP15,UTP3,0.996
UTP15,UTP4,0.999
UTP15,UTP6,0.999
UTP15,WDR12,0.869
UTP15,WDR17,0.579
UTP15,WDR18,0.752
UTP15,WDR3,0.999
UTP15,WDR36,0.999
UTP15,WDR43,0.999
UTP15,WDR46,0.999
UTP15,WDR6,0.847
UTP15,WDR75,0.999
UTP15,XRN2,0.61
UTP15,ZNRD1,0.607
UTP18,UTP20,0.997
UTP18,UTP23,0.766
UTP18,UTP25,0.929
UTP18,UTP3,0.999
UTP18,UTP4,0.999
UTP18,UTP6,0.999
UTP18,WDR12,0.923
UTP18,WDR17,0.698
UTP18,WDR18,0.833
UTP18,WDR3,0.999
UTP18,WDR36,0.999
UTP18,WDR43,0.999
UTP18,WDR46,0.999
UTP18,WDR6,0.585
UTP18,WDR74,0.798
UTP18,WDR75,0.999
UTP18,XRCC5,0.578
UTP18,XRN2,0.606
UTP18,YRDC,0.462
UTP18,YTHDC2,0.461
UTP18,ZC3H18,0.435
UTP18,ZCCHC17,0.551
UTP18,ZCCHC7,0.647
UTP18,ZCCHC8,0.503
UTP18,ZNF593,0.42
UTP18,ZNF622,0.475
UTP20,UTP23,0.726
UTP20,UTP25,0.905
UTP20,UTP3,0.998
UTP20,UTP4,0.999
UTP20,UTP6,0.998
UTP20,VPS18,0.576
UTP20,VPS41,0.576
UTP20,WDR12,0.848
UTP20,WDR17,0.4
UTP20,WDR18,0.676
UTP20,WDR3,0.999
UTP20,WDR36,0.999
UTP20,WDR43,0.998
UTP20,WDR46,0.999
UTP20,WDR74,0.447
UTP20,WDR75,0.999
UTP20,XRCC5,0.739
UTP20,XRN2,0.619
UTP20,ZNF780A,0.511
UTP23,UTP25,0.858
UTP23,UTP3,0.926
UTP23,UTP4,0.819
UTP23,UTP6,0.752
UTP23,WDR12,0.661
UTP23,WDR3,0.835
UTP23,WDR36,0.756
UTP23,WDR43,0.988
UTP23,WDR46,0.906
UTP23,WDR74,0.402
UTP23,WDR75,0.489
UTP23,XRCC5,0.54
UTP23,ZCCHC9,0.46
UTP23,ZCRB1,0.522
UTP23,ZNF593,0.619
UTP23,ZNHIT6,0.532
UTP25,UTP3,0.998
UTP25,UTP4,0.886
UTP25,UTP6,0.927
UTP25,WDR12,0.822
UTP25,WDR17,0.404
UTP25,WDR18,0.8
UTP25,WDR3,0.896
UTP25,WDR36,0.997
UTP25,WDR43,0.893
UTP25,WDR46,0.936
UTP25,WDR74,0.443
UTP25,WDR75,0.889
UTP25,XRCC5,0.55
UTP25,XRN2,0.458
UTP25,ZBTB42,0.478
UTP25,ZCCHC17,0.579
UTP25,ZNF804A,0.504
UTP25,ZNF804B,0.504
UTP3,UTP4,0.999
UTP3,UTP6,0.999
UTP3,WDR12,0.756
UTP3,WDR17,0.674
UTP3,WDR18,0.641
UTP3,WDR3,0.999
UTP3,WDR36,0.999
UTP3,WDR43,0.998
UTP3,WDR46,0.999
UTP3,WDR74,0.506
UTP3,WDR75,0.998
UTP3,WDR89,0.497
UTP3,XRCC5,0.593
UTP3,XRN2,0.509
UTP3,ZC3H15,0.581
UTP3,ZCCHC17,0.583
UTP3,ZCCHC9,0.416
UTP3,ZNF322,0.407
UTP3,ZNF593,0.417
UTP3,ZNF622,0.487
UTP3,ZNF804A,0.506
UTP3,ZNF804B,0.506
UTP3,ZNRD1,0.501
UTP4,UTP6,0.999
UTP4,WDR12,0.939
UTP4,WDR17,0.716
UTP4,WDR18,0.901
UTP4,WDR3,0.999
UTP4,WDR36,0.999
UTP4,WDR4,0.429
UTP4,WDR43,0.999
UTP4,WDR46,0.999
UTP4,WDR74,0.647
UTP4,WDR75,0.999
UTP4,XRCC5,0.581
UTP4,XRN2,0.677
UTP4,YTHDC2,0.408
UTP4,ZCCHC17,0.453
UTP4,ZNF593,0.411
UTP6,WDFY2,0.478
UTP6,WDR12,0.881
UTP6,WDR17,0.407
UTP6,WDR18,0.756
UTP6,WDR3,0.999
UTP6,WDR36,0.999
UTP6,WDR43,0.999
UTP6,WDR46,0.999
UTP6,WDR74,0.541
UTP6,WDR75,0.999
UTP6,XRCC5,0.562
UTP6,XRN2,0.47
UTP6,YTHDC2,0.418
UTP6,ZCCHC17,0.531
UTP6,ZNF207,0.496
UTP6,ZNF804A,0.52
UTP6,ZNF804B,0.52
UTP6,ZNRD1,0.434
UTRN,VCL,0.557
UTRN,XPO4,0.602
UTRN,ZC3H15,0.61
UTS2,UTS2B,0.895
UTS2,UTS2R,0.999
UTS2B,UTS2R,0.989
UTS2B,VWC2,0.496
UTS2B,ZNF784,0.417
UTS2R,ZNF469,0.421
UTY,VCY,0.479
UTY,VCY1B,0.479
UTY,WDR5,0.739
UTY,WDR90,0.461
UTY,ZFX,0.706
UTY,ZFY,0.96
UTY,hCG_2039566,0.4
UVRAG,VAC14,0.653
UVRAG,VAMP8,0.546
UVRAG,VMP1,0.621
UVRAG,VPS11,0.712
UVRAG,VPS16,0.968
UVRAG,VPS18,0.714
UVRAG,VPS33A,0.759
UVRAG,VPS33B,0.435
UVRAG,VPS39,0.817
UVRAG,WAC,0.492
UVRAG,WDFY3,0.42
UVRAG,WDR45,0.416
UVRAG,WDR81,0.417
UVRAG,WIPI1,0.734
UVRAG,WIPI2,0.695
UVRAG,XPO1,0.412
UVRAG,YWHAE,0.453
UVRAG,ZFYVE1,0.617
UVRAG,ZFYVE26,0.63
UVRAG,ZRANB1,0.457
UVRAG,ZW10,0.441
UVSSA,WDR61,0.867
UVSSA,XAB2,0.714
UVSSA,XPA,0.767
UVSSA,XPC,0.463
UVSSA,XRCC1,0.554
UXS1,WDR31,0.467
UXS1,WDR64,0.516
UXS1,XYLT1,0.66
UXS1,XYLT2,0.601
UXT,VBP1,0.602
UXT,WDR83OS,0.591
UXT,WDR92,0.998
UXT,ZNRD1,0.405
V9GYS6_HUMAN,ZNF474,0.48
VAC14,VPS8,0.523
VAC14,WIPI1,0.96
VAC14,WIPI2,0.647
VAC14,WRAP53,0.437
VAC14,YARS1,0.403
VAMP1,VAMP2,0.95
VAMP1,VAMP3,0.914
VAMP1,VAMP4,0.797
VAMP1,VAMP7,0.917
VAMP1,VAMP8,0.71
VAMP1,VAPA,0.803
VAMP1,VAPB,0.698
VAMP1,VPS16,0.513
VAMP1,VPS33A,0.433
VAMP1,VPS33B,0.438
VAMP1,VPS41,0.484
VAMP1,VTI1A,0.836
VAMP1,VTI1B,0.873
VAMP1,YKT6,0.848
VAMP2,VAMP3,0.995
VAMP2,VAMP4,0.86
VAMP2,VAMP7,0.995
VAMP2,VAMP8,0.966
VAMP2,VAPA,0.903
VAMP2,VAPB,0.642
VAMP2,VCP,0.485
VAMP2,VPS16,0.561
